TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2020,10,14,9,50,8XX HOMER ST,Central Business District,491404.1965,5458428.98
Break and Enter Commercial,2020,10,19,10,20,8XX HOMER ST,Central Business District,491433.0262,5458458.017
Break and Enter Commercial,2020,10,9,17,15,8XX HOMER ST,Central Business District,491437.7304,5458462.755
Break and Enter Commercial,2020,9,11,9,56,8XX HOMER ST,Central Business District,491450.1043,5458488.196
Break and Enter Commercial,2020,3,23,0,0,8XX HOMER ST,Central Business District,491473.3602,5458498.641
Break and Enter Commercial,2020,7,9,9,39,8XX HORNBY ST,Central Business District,491062.1526,5458806.968
Break and Enter Commercial,2020,5,3,23,0,8XX HOWE ST,Central Business District,491178.9654,5458775.863
Break and Enter Commercial,2020,4,9,2,0,8XX KINGSWAY AVE,Kensington-Cedar Cottage,493747.2827,5455788.489
Break and Enter Commercial,2020,9,17,8,25,8XX KINGSWAY AVE,Kensington-Cedar Cottage,493749.7407,5455798
Break and Enter Commercial,2020,10,5,13,45,8XX NELSON ST,Central Business District,490966.6502,5458585.544
Break and Enter Commercial,2020,10,25,1,28,8XX PACIFIC ST,Central Business District,490453.6565,5458174.775
Break and Enter Commercial,2020,5,13,12,15,8XX POWELL ST,Strathcona,493698.597,5458908.737
Break and Enter Commercial,2020,3,11,2,59,8XX POWELL ST,Strathcona,493715.4982,5458907.888
Break and Enter Commercial,2020,3,30,15,19,8XX POWELL ST,Strathcona,493718.7733,5458916.88
Break and Enter Commercial,2020,4,5,1,12,8XX POWELL ST,Strathcona,493718.7733,5458916.88
Break and Enter Commercial,2020,4,19,23,23,8XX POWELL ST,Strathcona,493845.7348,5458899.536
Break and Enter Commercial,2020,8,17,2,46,8XX RICHARDS ST,Central Business District,491359.418,5458527.173
Break and Enter Commercial,2020,9,7,20,33,8XX RICHARDS ST,Central Business District,491359.418,5458527.173
Break and Enter Commercial,2020,4,17,5,40,8XX ROBSON ST,Central Business District,491204.8396,5458814.689
Break and Enter Commercial,2020,5,18,6,57,8XX SEYMOUR ST,Central Business District,491281.4321,5458596.987
Break and Enter Commercial,2020,4,20,7,23,8XX SEYMOUR ST,Central Business District,491316.0496,5458632.07
Break and Enter Commercial,2020,7,23,23,56,8XX SEYMOUR ST,Central Business District,491316.0496,5458632.07
Break and Enter Commercial,2020,8,13,3,50,8XX SMITHE ST,Central Business District,491089.957,5458698.224
Break and Enter Commercial,2020,9,18,3,38,8XX THURLOW ST,West End,490911.88,5459099.483
Break and Enter Commercial,2020,3,23,0,0,8XX W 12TH AVE,Fairview,491033.3519,5456432.305
Break and Enter Commercial,2020,3,27,20,0,8XX W 13TH AVE,Fairview,490977.3757,5456316.879
Break and Enter Commercial,2020,9,29,9,57,8XX W 6TH AVE,Fairview,491017.0045,5457022.553
Break and Enter Commercial,2020,6,27,15,47,8XX W 6TH AVE,Fairview,491105.6387,5457020.847
Break and Enter Commercial,2020,7,22,5,29,8XX W 70TH AVE,Marpole,490884.6976,5450633.397
Break and Enter Commercial,2020,7,21,9,36,8XX W BROADWAY AVE,Fairview,491068.6334,5456742.273
Break and Enter Commercial,2020,8,22,1,40,8XX W BROADWAY AVE,Fairview,491128.1551,5456731.055
Break and Enter Commercial,2020,5,18,9,10,8XX W BROADWAY AVE,Fairview,491128.2948,5456731.05
Break and Enter Commercial,2020,4,11,18,17,8XX W GEORGIA ST,Central Business District,491279.7136,5459000.014
Break and Enter Commercial,2020,4,4,15,46,8XX W GEORGIA ST,Central Business District,491281.5494,5458998.145
Break and Enter Commercial,2020,10,18,6,52,8XX W HASTINGS ST,Central Business District,491614.6749,5459279.282
Break and Enter Commercial,2020,4,5,18,0,8XX W HASTINGS ST,Central Business District,491637.9764,5459268.892
Break and Enter Commercial,2020,5,2,23,28,8XX W HASTINGS ST,Central Business District,491637.9764,5459268.892
Break and Enter Commercial,2020,6,26,14,37,92XX SHAUGHNESSY ST,Marpole,490806.5917,5449948.833
Break and Enter Commercial,2020,6,9,18,54,9X E WATERFRONT RD,Central Business District,492578.2274,5459081.699
Break and Enter Commercial,2020,4,8,23,0,9XX BROUGHTON ST,West End,490329.6052,5459238.694
Break and Enter Commercial,2020,8,4,16,0,9XX BURRARD ST,Central Business District,490908.075,5458789.972
Break and Enter Commercial,2020,3,22,12,19,9XX BURRARD ST,West End,490938.2622,5458831.778
Break and Enter Commercial,2020,5,15,8,0,9XX BURRARD ST,West End,490938.2622,5458831.778
Break and Enter Commercial,2020,3,23,3,38,9XX CAMBIE ST,Central Business District,491448.4927,5458187.922
Break and Enter Commercial,2020,7,19,6,20,9XX CANADA PL,Central Business District,491612.8672,5459491.059
Break and Enter Commercial,2020,10,19,5,30,9XX CANADA PL,Central Business District,491612.8672,5459491.059
Break and Enter Commercial,2020,4,14,7,16,9XX DENMAN ST,West End,489985.926,5459706.138
Break and Enter Commercial,2020,8,18,4,3,9XX E BROADWAY AVE,Mount Pleasant,493803.3547,5456631.261
Break and Enter Commercial,2020,3,17,11,17,9XX E BROADWAY AVE,Mount Pleasant,493806.0671,5456640.372
Break and Enter Commercial,2020,9,4,5,15,9XX E BROADWAY AVE,Mount Pleasant,493816.3373,5456631.096
Break and Enter Commercial,2020,7,21,10,25,9XX E BROADWAY AVE,Mount Pleasant,493899.5417,5456639.187
Break and Enter Commercial,2020,9,21,7,59,9XX E HASTINGS ST,Strathcona,493872.3133,5458696.267
Break and Enter Commercial,2020,8,3,4,46,9XX E HASTINGS ST,Strathcona,493914.4345,5458703.881
Break and Enter Commercial,2020,8,4,4,40,9XX E HASTINGS ST,Strathcona,493925.8441,5458703.464
Break and Enter Commercial,2020,6,9,11,38,9XX EXPO BLVD,Central Business District,491595.6639,5458049.072
Break and Enter Commercial,2020,4,5,12,24,9XX EXPO BLVD,Central Business District,491601.1566,5458068.723
Break and Enter Commercial,2020,7,14,6,50,9XX GRANVILLE ST,Central Business District,491053.7278,5458516.149
Break and Enter Commercial,2020,4,3,23,0,9XX GRANVILLE ST,Central Business District,491060.1695,5458509.659
Break and Enter Commercial,2020,3,16,13,0,9XX GRANVILLE ST,Central Business District,491141.8781,5458603.645
Break and Enter Commercial,2020,4,10,6,36,9XX GRANVILLE ST,Central Business District,491150.6931,5458612.395
Break and Enter Commercial,2020,8,22,15,29,9XX GRANVILLE ST,Central Business District,491150.6931,5458612.395
Break and Enter Commercial,2020,7,28,5,6,9XX HELMCKEN ST,Central Business District,490785.8877,5458530.6
Break and Enter Commercial,2020,10,24,7,28,9XX HOMER ST,Central Business District,491333.6968,5458370.842
Break and Enter Commercial,2020,9,21,4,56,9XX HORNBY ST,Central Business District,490921.1328,5458667.409
Break and Enter Commercial,2020,3,21,17,15,9XX HORNBY ST,Central Business District,490938.3708,5458684.335
Break and Enter Commercial,2020,6,16,9,25,9XX HORNBY ST,Central Business District,490983.6204,5458728.766
Break and Enter Commercial,2020,8,21,7,43,9XX HOWE ST,Central Business District,491006.7888,5458602.644
Break and Enter Commercial,2020,3,16,3,30,9XX JERVIS ST,West End,490516.5773,5459225.031
Break and Enter Commercial,2020,7,3,6,26,9XX KINGSWAY AVE,Kensington-Cedar Cottage,493868.6132,5455701.103
Break and Enter Commercial,2020,11,5,3,8,9XX KINGSWAY AVE,Kensington-Cedar Cottage,493905.0726,5455686.144
Break and Enter Commercial,2020,9,5,23,32,9XX MAIN ST,Strathcona,492745.3985,5458172.801
Break and Enter Commercial,2020,3,18,4,2,9XX MAINLAND ST,Central Business District,491364.9937,5458242.301
Break and Enter Commercial,2020,3,21,22,27,9XX MAINLAND ST,Central Business District,491364.9937,5458242.301
Break and Enter Commercial,2020,5,6,5,15,9XX MAINLAND ST,Central Business District,491438.8659,5458327.549
Break and Enter Commercial,2020,10,6,20,38,9XX MAINLAND ST,Central Business District,491438.8659,5458327.549
Break and Enter Commercial,2020,4,24,11,14,9XX MAINLAND ST,Central Business District,491444.6122,5458319.803
Break and Enter Commercial,2020,3,28,4,9,9XX NELSON ST,Central Business District,490847.3021,5458716.167
Break and Enter Commercial,2020,8,13,13,14,9XX POWELL ST,Strathcona,493951.5208,5458870.281
Break and Enter Commercial,2020,8,2,3,0,9XX RICHARDS ST,Central Business District,491213.037,5458379.121
Break and Enter Commercial,2020,9,10,0,0,9XX RICHARDS ST,Central Business District,491227.9694,5458407.293
Break and Enter Commercial,2020,3,18,6,51,9XX ROBSON ST,Central Business District,491089.0072,5458929.743
Break and Enter Commercial,2020,3,18,9,57,9XX ROBSON ST,Central Business District,491089.0072,5458929.743
Break and Enter Commercial,2020,3,19,5,29,9XX ROBSON ST,Central Business District,491089.0072,5458929.743
Break and Enter Commercial,2020,3,23,2,34,9XX ROBSON ST,Central Business District,491089.0072,5458929.743
Break and Enter Commercial,2020,9,14,2,53,9XX ROBSON ST,Central Business District,491095.9656,5458923.213
Break and Enter Commercial,2020,5,23,3,52,9XX ROBSON ST,Central Business District,491131.448,5458902.455
Break and Enter Commercial,2020,5,30,13,2,9XX ROBSON ST,Central Business District,491131.448,5458902.455
Break and Enter Commercial,2020,6,18,5,31,9XX ROBSON ST,Central Business District,491131.448,5458902.455
Break and Enter Commercial,2020,7,3,4,50,9XX ROBSON ST,Central Business District,491131.448,5458902.455
Break and Enter Commercial,2020,7,10,4,32,9XX ROBSON ST,Central Business District,491131.448,5458902.455
Break and Enter Commercial,2020,8,9,17,53,9XX SEYMOUR ST,Central Business District,491143.2551,5458445.58
Break and Enter Commercial,2020,5,10,0,0,9XX SEYMOUR ST,Central Business District,491198.775,5458513.864
Break and Enter Commercial,2020,9,19,23,42,9XX SEYMOUR ST,Central Business District,491222.3293,5458524.441
Break and Enter Commercial,2020,6,8,5,20,9XX SEYMOUR ST,Central Business District,491239.4264,5458541.492
Break and Enter Commercial,2020,7,21,14,14,9XX W 10TH AVE,Fairview,490814.8386,5456641.997
Break and Enter Commercial,2020,9,2,12,30,9XX W 10TH AVE,Fairview,490814.8386,5456641.997
Break and Enter Commercial,2020,4,9,13,0,9XX W 13TH AVE,Fairview,490825.8744,5456329.987
Break and Enter Commercial,2020,4,8,21,0,9XX W 13TH AVE,Fairview,490880.467,5456328.612
Break and Enter Commercial,2020,4,16,0,0,9XX W 16TH AVE,South Cambie,490772.5247,5456041.318
Break and Enter Commercial,2020,4,1,23,11,9XX W 7TH AVE,Fairview,490935.6927,5456941.404
Break and Enter Commercial,2020,4,3,15,47,9XX W 8TH AVE,Fairview,490962.8755,5456839.171
Break and Enter Commercial,2020,3,13,21,45,9XX W BROADWAY AVE,Fairview,490803.126,5456740.849
Break and Enter Commercial,2020,3,23,13,0,9XX W CORDOVA ST,Central Business District,491637.4921,5459386.584
Break and Enter Commercial,2020,4,15,1,15,9XX W CORDOVA ST,Central Business District,491637.4921,5459386.584
Break and Enter Commercial,2020,4,18,9,33,9XX W CORDOVA ST,Central Business District,491637.4921,5459386.584
Break and Enter Commercial,2020,5,22,17,0,9XX W GEORGIA ST,Central Business District,491249.6179,5459030.241
Break and Enter Commercial,2020,10,14,15,44,9XX W GEORGIA ST,Central Business District,491249.6179,5459030.241
Break and Enter Commercial,2020,5,3,2,0,9XX W GEORGIA ST,Central Business District,491259.2299,5459007.746
Break and Enter Commercial,2020,8,10,1,53,9XX W GEORGIA ST,Central Business District,491259.2299,5459007.746
Break and Enter Commercial,2020,3,24,0,0,9XX W HASTINGS ST,Central Business District,491566.9312,5459340.11
Break and Enter Commercial,2020,8,14,3,36,9XX W HASTINGS ST,Central Business District,491566.9312,5459340.11
Break and Enter Commercial,2020,6,23,10,14,9XX W HASTINGS ST,Central Business District,491569.91,5459324.127
Break and Enter Commercial,2020,8,10,3,25,9XX W HASTINGS ST,Central Business District,491569.91,5459324.127
Break and Enter Commercial,2020,10,19,12,56,ADANAC ST / MCLEAN DR,Grandview-Woodland,494607.2223,5458322.959
Break and Enter Commercial,2020,8,6,17,30,BEACH AVE / GRANVILLE ST,Central Business District,490481.3648,5457940.456
Break and Enter Commercial,2020,4,29,20,1,CARDERO ST / W GEORGIA ST,West End,490503.4759,5459766.668
Break and Enter Commercial,2020,5,4,20,34,COLUMBIA ST / POWELL ST,Central Business District,492568.4772,5458948.149
Break and Enter Commercial,2020,9,10,7,20,MAINLAND ST / NELSON ST,Central Business District,491346.2946,5458214.853
Break and Enter Commercial,2020,4,30,21,0,ONTARIO ST / WALTER HARDWICK AVE,Mount Pleasant,492390.6799,5457576.256
Break and Enter Commercial,2020,10,6,3,8,PACIFIC ST / THURLOW ST,West End,490222.778,5458397.633
Break and Enter Commercial,2020,4,14,5,27,RICHARDS ST / ROBSON ST,Central Business District,491427.0972,5458601.668
Break and Enter Commercial,2020,3,26,18,15,X ALEXANDER ST,Central Business District,492441.245,5458972.031
Break and Enter Commercial,2020,11,5,2,8,X ATHLETES WAY,Mount Pleasant,492386.3148,5457648.535
Break and Enter Commercial,2020,10,29,17,25,X E 5TH AVE,Mount Pleasant,492393.8766,5457081.962
Break and Enter Commercial,2020,6,11,15,33,X E CORDOVA ST,Central Business District,492424.9863,5458861.332
Break and Enter Commercial,2020,5,6,22,22,X E HASTINGS ST,Central Business District,492428.876,5458754.362
Break and Enter Commercial,2020,10,24,18,30,X POWELL ST,Central Business District,492441.0042,5458953.287
Break and Enter Commercial,2020,8,8,5,25,X WATER ST,Central Business District,492407.9851,5458974.481
